machine_id,timestamp,temp_c,rpm,vibration,failure
M014,2024-03-02T14:40:00,49.87,82.09,28.81,0
M053,2024-03-02T14:45:00,54.78,82.08,29.98,0
M017,2024-03-02T14:50:00,55.28,77.48,28.82,0
M038,2024-03-02T14:55:00,54.71,78.64,27.2,0
M026,2024-03-02T15:00:00,57.96,81.08,28.77,0
M037,2024-03-02T15:05:00,58.43,76.31,31.65,0
M031,2024-03-02T15:10:00,56.15,85.69,30.78,0
M055,2024-03-02T15:15:00,59.42,88.32,29.68,0
M058,2024-03-02T15:20:00,56.58,76.01,27.06,0
M050,2024-03-02T15:25:00,49.38,71.23,32.57,0
M050,2024-03-02T15:30:00,53.65,73.85,31.43,0
M034,2024-03-02T15:35:00,52.25,81.83,27.12,0
M050,2024-03-02T15:40:00,53.1,73.21,26.46,0
M051,2024-03-02T15:45:00,58.11,84.14,30.04,0
M034,2024-03-02T15:50:00,45.72,83.22,29.49,0
M025,2024-03-02T15:55:00,54.12,81.22,28.07,0
M039,2024-03-02T16:00:00,55.12,79.42,29.69,0
M042,2024-03-02T16:05:00,56.44,80.02,29.17,0
M000,2024-03-02T16:10:00,52.15,85.79,28.57,0
M057,2024-03-02T16:15:00,56.45,75.73,31.05,0
M017,2024-03-02T16:20:00,52.33,78.41,32.69,0
M042,2024-03-02T16:25:00,56.48,78.93,27.13,0
M005,2024-03-02T16:30:00,57.88,72.69,28.93,0
M049,2024-03-02T16:35:00,54.0,93.75,29.73,0
M018,2024-03-02T16:40:00,56.21,73.88,30.1,0
M000,2024-03-02T16:45:00,54.95,78.12,26.29,0
M044,2024-03-02T16:50:00,52.52,71.35,28.88,0
M001,2024-03-02T16:55:00,54.67,83.98,30.19,0
M014,2024-03-02T17:00:00,53.1,82.7,28.26,0
M026,2024-03-02T17:05:00,52.64,75.71,31.35,0
M059,2024-03-02T17:10:00,52.82,83.62,31.13,0
M007,2024-03-02T17:15:00,54.62,72.22,30.04,0
M035,2024-03-02T17:20:00,57.77,75.77,29.88,0
M056,2024-03-02T17:25:00,55.08,90.22,29.0,0
M039,2024-03-02T17:30:00,50.88,75.72,26.97,0
M055,2024-03-02T17:35:00,58.8,86.41,30.8,0
M001,2024-03-02T17:40:00,54.6,83.81,28.87,0
M003,2024-03-02T17:45:00,50.29,73.71,31.15,0
M031,2024-03-02T17:50:00,49.26,77.87,31.18,0
M007,2024-03-02T17:55:00,46.9,82.98,29.32,0
M023,2024-03-02T18:00:00,47.92,80.16,31.33,0
M018,2024-03-02T18:05:00,52.41,79.44,28.04,0
M011,2024-03-02T18:10:00,46.35,85.43,28.02,0
M020,2024-03-02T18:15:00,48.11,82.62,29.53,0
M024,2024-03-02T18:20:00,53.36,70.35,30.29,0
M033,2024-03-02T18:25:00,51.65,83.14,31.27,0
M004,2024-03-02T18:30:00,50.83,79.0,28.45,0
M044,2024-03-02T18:35:00,50.66,76.17,29.16,0
M008,2024-03-02T18:40:00,51.83,78.83,30.24,0
M050,2024-03-02T18:45:00,50.44,83.08,32.84,0
M016,2024-03-02T18:50:00,52.35,80.42,26.11,0
M025,2024-03-02T18:55:00,51.79,77.77,29.77,0
M012,2024-03-02T19:00:00,44.79,77.95,31.7,0
M056,2024-03-02T19:05:00,54.19,74.17,27.81,0
M012,2024-03-02T19:10:00,49.67,82.24,32.01,0
M010,2024-03-02T19:15:00,46.32,81.83,31.28,0
M059,2024-03-02T19:20:00,48.23,77.67,26.0,0
M047,2024-03-02T19:25:00,50.88,94.1,29.92,0
M028,2024-03-02T19:30:00,49.95,83.27,31.97,0
M011,2024-03-02T19:35:00,45.32,79.29,29.16,0
M020,2024-03-02T19:40:00,52.01,77.78,29.35,0
M007,2024-03-02T19:45:00,52.47,78.32,28.97,0
M034,2024-03-02T19:50:00,47.14,76.68,30.08,0
M055,2024-03-02T19:55:00,54.19,76.34,30.67,0
M034,2024-03-02T20:00:00,50.2,85.52,29.2,0
M017,2024-03-02T20:05:00,48.13,74.21,30.64,0
M055,2024-03-02T20:10:00,51.62,80.05,29.47,0
M056,2024-03-02T20:15:00,46.43,80.12,30.94,0
M006,2024-03-02T20:20:00,57.26,83.5,30.28,0
M027,2024-03-02T20:25:00,46.27,82.56,32.11,0
M043,2024-03-02T20:30:00,54.32,77.51,31.34,0
M027,2024-03-02T20:35:00,53.07,80.81,27.9,0
M036,2024-03-02T20:40:00,50.91,86.1,30.04,0
M016,2024-03-02T20:45:00,47.61,75.47,32.22,0
M052,2024-03-02T20:50:00,49.08,76.58,30.09,0
M020,2024-03-02T20:55:00,51.29,80.18,28.03,0
M033,2024-03-02T21:00:00,50.18,82.78,26.47,0
M046,2024-03-02T21:05:00,50.24,76.45,32.14,0
M042,2024-03-02T21:10:00,53.46,83.25,27.28,0
M038,2024-03-02T21:15:00,52.84,75.39,27.6,0
M016,2024-03-02T21:20:00,52.1,81.25,32.4,0
M019,2024-03-02T21:25:00,48.7,67.54,27.48,0
M049,2024-03-02T21:30:00,53.77,87.04,25.58,0
M015,2024-03-02T21:35:00,61.19,74.47,30.04,0
M021,2024-03-02T21:40:00,46.49,80.56,31.0,0
M056,2024-03-02T21:45:00,51.81,85.81,24.75,0
M034,2024-03-02T21:50:00,55.06,82.25,26.7,0
M018,2024-03-02T21:55:00,48.98,78.99,28.62,0
M006,2024-03-02T22:00:00,48.5,86.39,32.78,0
M011,2024-03-02T22:05:00,48.81,83.45,29.49,0
M035,2024-03-02T22:10:00,51.15,82.5,26.38,0
M058,2024-03-02T22:15:00,47.93,79.79,30.14,0
M058,2024-03-02T22:20:00,51.2,68.5,28.86,0
M004,2024-03-02T22:25:00,47.39,68.49,24.94,0
M048,2024-03-02T22:30:00,51.81,80.53,31.66,0
M004,2024-03-02T22:35:00,50.89,88.87,30.01,0
M009,2024-03-02T22:40:00,49.43,77.39,26.33,0
M031,2024-03-02T22:45:00,52.59,75.68,31.42,0
M029,2024-03-02T22:50:00,52.37,73.12,29.94,0
M019,2024-03-02T22:55:00,54.15,81.36,28.97,0
M035,2024-03-02T23:00:00,53.21,73.42,31.76,0
M018,2024-03-02T23:05:00,53.83,93.07,32.5,0
M012,2024-03-02T23:10:00,47.85,80.59,27.74,0
M015,2024-03-02T23:15:00,53.78,85.81,30.64,0
M025,2024-03-02T23:20:00,54.32,80.57,29.7,0
M046,2024-03-02T23:25:00,47.44,79.77,29.45,0
M019,2024-03-02T23:30:00,53.76,78.73,31.44,0
M003,2024-03-02T23:35:00,49.69,79.07,29.12,0
M005,2024-03-02T23:40:00,48.07,82.26,27.95,0
M019,2024-03-02T23:45:00,47.19,85.27,30.26,0
M019,2024-03-02T23:50:00,53.78,81.92,29.33,0
M042,2024-03-02T23:55:00,50.49,79.88,29.97,0
M022,2024-03-03T00:00:00,46.68,83.54,30.66,0
M004,2024-03-03T00:05:00,53.16,77.66,29.86,0
M039,2024-03-03T00:10:00,58.78,85.16,31.5,0
M059,2024-03-03T00:15:00,51.48,80.27,28.64,0
M044,2024-03-03T00:20:00,51.08,77.54,33.72,0
M019,2024-03-03T00:25:00,48.85,86.53,33.97,0
M024,2024-03-03T00:30:00,49.75,68.22,29.53,0
M003,2024-03-03T00:35:00,58.53,82.35,29.25,0
M006,2024-03-03T00:40:00,54.69,86.58,32.28,0
M020,2024-03-03T00:45:00,52.05,79.42,32.22,0
M008,2024-03-03T00:50:00,51.83,73.43,32.31,0
M010,2024-03-03T00:55:00,50.22,79.28,31.97,0
M053,2024-03-03T01:00:00,49.7,74.24,32.18,0
M037,2024-03-03T01:05:00,54.79,81.24,33.1,0
M039,2024-03-03T01:10:00,50.59,86.92,27.33,0
M044,2024-03-03T01:15:00,53.03,74.8,28.81,0
M030,2024-03-03T01:20:00,52.9,75.45,34.37,0
M031,2024-03-03T01:25:00,52.8,76.79,27.26,0
M004,2024-03-03T01:30:00,50.62,80.24,28.69,0
M017,2024-03-03T01:35:00,54.61,76.82,31.34,0
M020,2024-03-03T01:40:00,53.92,79.93,30.96,0
M026,2024-03-03T01:45:00,50.95,83.67,29.49,0
M046,2024-03-03T01:50:00,47.82,77.39,33.59,0
M022,2024-03-03T01:55:00,51.99,94.28,28.99,0
M008,2024-03-03T02:00:00,50.93,76.93,32.48,0
M048,2024-03-03T02:05:00,51.26,80.08,32.76,0
M005,2024-03-03T02:10:00,49.69,85.24,27.59,0
M051,2024-03-03T02:15:00,49.96,86.01,30.42,0
M037,2024-03-03T02:20:00,53.04,73.94,27.98,0
M005,2024-03-03T02:25:00,52.46,79.41,31.5,0
M008,2024-03-03T02:30:00,51.25,80.58,31.76,0
M004,2024-03-03T02:35:00,51.7,79.28,30.25,0
M000,2024-03-03T02:40:00,48.4,75.52,28.56,0
M005,2024-03-03T02:45:00,54.66,82.86,28.7,0
M059,2024-03-03T02:50:00,51.6,75.75,28.24,0
M038,2024-03-03T02:55:00,48.68,81.44,30.83,0
M046,2024-03-03T03:00:00,55.17,77.5,31.03,0
M004,2024-03-03T03:05:00,57.77,74.4,30.8,0
M025,2024-03-03T03:10:00,47.32,89.58,32.23,0
M004,2024-03-03T03:15:00,59.83,81.31,28.66,0
M051,2024-03-03T03:20:00,47.64,78.45,25.93,0
M025,2024-03-03T03:25:00,53.08,81.82,28.28,0
M057,2024-03-03T03:30:00,50.3,87.58,30.48,0
M003,2024-03-03T03:35:00,55.93,81.42,31.53,0
M033,2024-03-03T03:40:00,59.03,89.85,26.51,0
M027,2024-03-03T03:45:00,47.93,80.52,26.14,0
M009,2024-03-03T03:50:00,51.93,81.54,26.71,0
M024,2024-03-03T03:55:00,51.91,80.84,27.97,0
M020,2024-03-03T04:00:00,52.63,75.21,28.58,0
M039,2024-03-03T04:05:00,52.08,91.83,26.51,0
M030,2024-03-03T04:10:00,50.16,78.37,33.27,0
M026,2024-03-03T04:15:00,47.1,80.13,31.72,0
M000,2024-03-03T04:20:00,54.37,75.44,29.32,0
M003,2024-03-03T04:25:00,48.45,82.31,34.78,0
M055,2024-03-03T04:30:00,50.72,80.8,30.59,0
M005,2024-03-03T04:35:00,50.53,82.06,27.48,0
M020,2024-03-03T04:40:00,49.22,78.33,31.88,0
M026,2024-03-03T04:45:00,47.23,74.55,31.88,0
M026,2024-03-03T04:50:00,47.5,77.81,30.11,0
M013,2024-03-03T04:55:00,51.61,80.11,33.64,0
M041,2024-03-03T05:00:00,57.53,82.97,30.98,0
M052,2024-03-03T05:05:00,57.98,91.97,30.89,0
M042,2024-03-03T05:10:00,50.55,78.21,30.11,0
M045,2024-03-03T05:15:00,49.11,81.17,30.21,0
M009,2024-03-03T05:20:00,56.71,85.15,28.85,0
M021,2024-03-03T05:25:00,45.16,78.89,31.25,0
M051,2024-03-03T05:30:00,51.32,86.63,28.68,0
M007,2024-03-03T05:35:00,48.52,72.47,29.14,0
M047,2024-03-03T05:40:00,53.97,87.5,29.24,0
M001,2024-03-03T05:45:00,54.75,85.12,30.26,0
M049,2024-03-03T05:50:00,51.91,78.6,32.27,0
M016,2024-03-03T05:55:00,56.15,80.81,30.83,0
M055,2024-03-03T06:00:00,49.64,79.79,34.23,0
M033,2024-03-03T06:05:00,54.27,85.39,32.64,0
M027,2024-03-03T06:10:00,55.06,80.08,24.84,0
M034,2024-03-03T06:15:00,59.6,80.11,30.84,0
M038,2024-03-03T06:20:00,50.69,80.0,29.13,0
M039,2024-03-03T06:25:00,50.03,79.58,31.28,0
M013,2024-03-03T06:30:00,51.27,80.93,31.9,0
M051,2024-03-03T06:35:00,56.39,75.64,31.47,0
M026,2024-03-03T06:40:00,50.89,72.79,30.49,0
M003,2024-03-03T06:45:00,55.35,78.56,28.52,0
M022,2024-03-03T06:50:00,54.44,82.89,32.61,0
M015,2024-03-03T06:55:00,54.87,84.7,29.6,0
M016,2024-03-03T07:00:00,49.57,78.12,28.27,0
M032,2024-03-03T07:05:00,55.08,79.21,29.26,0
M008,2024-03-03T07:10:00,56.9,73.61,27.71,0
M010,2024-03-03T07:15:00,53.27,80.1,26.65,0
M035,2024-03-03T07:20:00,54.7,73.95,28.95,0
M049,2024-03-03T07:25:00,55.72,72.62,33.65,0
M027,2024-03-03T07:30:00,50.24,82.48,28.17,0
M025,2024-03-03T07:35:00,51.85,79.71,32.78,0
M058,2024-03-03T07:40:00,51.94,79.47,30.96,0
M016,2024-03-03T07:45:00,54.58,75.75,32.65,0
M055,2024-03-03T07:50:00,50.3,73.28,32.72,0
M046,2024-03-03T07:55:00,47.87,84.88,31.06,0
M033,2024-03-03T08:00:00,57.04,79.75,30.83,0
M057,2024-03-03T08:05:00,53.55,74.95,30.0,0
M040,2024-03-03T08:10:00,55.45,81.96,27.9,0
M011,2024-03-03T08:15:00,47.92,82.57,27.45,0
M008,2024-03-03T08:20:00,53.2,78.92,31.18,0
M046,2024-03-03T08:25:00,53.85,81.96,28.69,0
M026,2024-03-03T08:30:00,57.36,78.3,28.47,0
M033,2024-03-03T08:35:00,54.56,80.39,31.01,0
M012,2024-03-03T08:40:00,53.0,95.93,29.96,0
M034,2024-03-03T08:45:00,53.31,80.33,27.47,0
M001,2024-03-03T08:50:00,55.49,75.27,28.94,0
M014,2024-03-03T08:55:00,50.48,80.12,30.35,0
M039,2024-03-03T09:00:00,57.17,81.07,28.11,0
M017,2024-03-03T09:05:00,53.77,89.44,28.97,0
M009,2024-03-03T09:10:00,56.46,70.7,29.46,0
M049,2024-03-03T09:15:00,47.85,81.53,30.07,0
M040,2024-03-03T09:20:00,53.86,88.69,31.43,0
M012,2024-03-03T09:25:00,55.48,75.67,25.48,0
M011,2024-03-03T09:30:00,49.5,80.13,30.42,0
M019,2024-03-03T09:35:00,55.92,82.06,27.57,0
M059,2024-03-03T09:40:00,56.85,80.14,28.87,0
M042,2024-03-03T09:45:00,53.76,82.76,29.86,0
M046,2024-03-03T09:50:00,52.73,79.43,29.45,0
M043,2024-03-03T09:55:00,55.58,87.13,28.02,0
M027,2024-03-03T10:00:00,58.15,79.45,31.06,0
M020,2024-03-03T10:05:00,55.67,73.4,30.03,0
M057,2024-03-03T10:10:00,52.08,82.14,32.31,0
M023,2024-03-03T10:15:00,54.97,81.04,32.23,0
M052,2024-03-03T10:20:00,56.84,83.24,31.0,0
M046,2024-03-03T10:25:00,54.2,74.66,27.92,0
M046,2024-03-03T10:30:00,53.63,74.03,30.4,0
M006,2024-03-03T10:35:00,52.79,83.12,28.84,0
M020,2024-03-03T10:40:00,55.42,74.22,30.41,0
M002,2024-03-03T10:45:00,59.08,84.19,27.05,0
M051,2024-03-03T10:50:00,51.16,80.58,29.3,0
M045,2024-03-03T10:55:00,56.07,84.9,27.85,0
M007,2024-03-03T11:00:00,54.95,79.4,30.95,0
M042,2024-03-03T11:05:00,51.03,84.65,26.26,0
M027,2024-03-03T11:10:00,54.13,75.74,30.0,0
M034,2024-03-03T11:15:00,57.0,85.65,27.47,0
M046,2024-03-03T11:20:00,47.0,84.86,30.2,0
M016,2024-03-03T11:25:00,53.62,88.51,27.84,0
M045,2024-03-03T11:30:00,59.77,79.5,30.55,0
M045,2024-03-03T11:35:00,55.74,80.28,31.41,0
M024,2024-03-03T11:40:00,52.8,74.18,32.97,0
M041,2024-03-03T11:45:00,54.72,82.18,28.98,0
M041,2024-03-03T11:50:00,58.62,70.2,31.25,0
M035,2024-03-03T11:55:00,55.76,68.19,29.78,0
M045,2024-03-03T12:00:00,55.2,87.12,30.42,0
M031,2024-03-03T12:05:00,51.05,82.02,30.44,0
M044,2024-03-03T12:10:00,58.19,75.92,29.44,0
M005,2024-03-03T12:15:00,50.84,81.73,32.67,0
M034,2024-03-03T12:20:00,56.46,76.32,28.08,0
M016,2024-03-03T12:25:00,51.85,81.96,31.14,0
M054,2024-03-03T12:30:00,56.91,76.37,31.92,0
M009,2024-03-03T12:35:00,55.37,83.98,31.31,0
M031,2024-03-03T12:40:00,54.32,83.66,34.42,0
M003,2024-03-03T12:45:00,55.05,87.66,27.7,0
M026,2024-03-03T12:50:00,56.38,78.18,28.43,0
M005,2024-03-03T12:55:00,54.01,76.19,30.31,0
M042,2024-03-03T13:00:00,57.17,78.14,32.19,0
M030,2024-03-03T13:05:00,53.09,77.15,24.34,0
M053,2024-03-03T13:10:00,60.25,74.87,29.34,0
M033,2024-03-03T13:15:00,54.21,81.37,31.35,0
M039,2024-03-03T13:20:00,54.12,75.54,32.51,0
M029,2024-03-03T13:25:00,55.4,83.54,29.89,0
M059,2024-03-03T13:30:00,53.58,78.4,32.83,0
M002,2024-03-03T13:35:00,50.81,82.13,31.34,0
M020,2024-03-03T13:40:00,57.98,81.05,33.64,0
M008,2024-03-03T13:45:00,55.9,83.74,31.46,0
M045,2024-03-03T13:50:00,54.11,76.26,27.54,0
M033,2024-03-03T13:55:00,57.09,76.03,29.08,0
M040,2024-03-03T14:00:00,51.14,82.83,26.73,0
M015,2024-03-03T14:05:00,56.16,81.7,29.53,0
M045,2024-03-03T14:10:00,62.67,80.34,28.07,0
M044,2024-03-03T14:15:00,53.3,83.57,33.11,0
M007,2024-03-03T14:20:00,52.03,72.43,29.25,0
M055,2024-03-03T14:25:00,58.63,80.29,31.66,0
M016,2024-03-03T14:30:00,50.68,64.43,27.95,0
M018,2024-03-03T14:35:00,54.13,88.8,30.44,0
M051,2024-03-03T14:40:00,49.62,76.7,28.04,0
M023,2024-03-03T14:45:00,50.69,77.3,31.93,0
M023,2024-03-03T14:50:00,46.64,79.21,30.41,0
M048,2024-03-03T14:55:00,48.91,83.31,33.21,0
M043,2024-03-03T15:00:00,49.29,76.78,31.82,0
M036,2024-03-03T15:05:00,49.71,83.43,29.03,0
M020,2024-03-03T15:10:00,49.61,79.04,29.58,0
M027,2024-03-03T15:15:00,47.98,90.42,34.05,0
M013,2024-03-03T15:20:00,49.03,83.96,29.99,0
M032,2024-03-03T15:25:00,46.97,81.99,28.86,0
M053,2024-03-03T15:30:00,51.39,79.38,30.26,0
M032,2024-03-03T15:35:00,51.61,65.37,29.91,0
M044,2024-03-03T15:40:00,44.84,79.97,28.71,0
M056,2024-03-03T15:45:00,49.4,80.32,30.65,0
M049,2024-03-03T15:50:00,48.1,79.61,28.58,0
M000,2024-03-03T15:55:00,51.32,80.1,26.42,0
M015,2024-03-03T16:00:00,44.54,75.68,27.52,0
M046,2024-03-03T16:05:00,51.62,87.17,29.4,0
M042,2024-03-03T16:10:00,50.57,78.53,32.61,0
M041,2024-03-03T16:15:00,50.04,70.99,30.01,0
M002,2024-03-03T16:20:00,52.98,82.56,31.09,0
M004,2024-03-03T16:25:00,50.2,72.19,31.29,0
M018,2024-03-03T16:30:00,47.69,74.0,31.24,0
M034,2024-03-03T16:35:00,45.77,79.89,31.23,0
M012,2024-03-03T16:40:00,56.4,78.78,26.86,0
M052,2024-03-03T16:45:00,50.29,83.02,30.47,0
M018,2024-03-03T16:50:00,52.98,74.22,29.47,0
M002,2024-03-03T16:55:00,48.17,92.99,30.8,0
M059,2024-03-03T17:00:00,56.47,87.1,31.76,0
M026,2024-03-03T17:05:00,54.45,84.36,29.8,0
M059,2024-03-03T17:10:00,49.18,90.92,29.12,0
M028,2024-03-03T17:15:00,49.4,85.49,27.25,0
M041,2024-03-03T17:20:00,48.54,78.14,28.11,0
M002,2024-03-03T17:25:00,50.04,78.64,32.7,0
M033,2024-03-03T17:30:00,46.55,72.63,28.16,0
M039,2024-03-03T17:35:00,47.34,69.18,32.43,0
M028,2024-03-03T17:40:00,50.52,73.08,29.61,0
M052,2024-03-03T17:45:00,43.76,81.46,31.71,0
M025,2024-03-03T17:50:00,52.58,87.78,26.42,0
M001,2024-03-03T17:55:00,46.34,69.54,29.94,0
M003,2024-03-03T18:00:00,53.3,81.04,30.57,0
M050,2024-03-03T18:05:00,50.79,82.06,27.05,0
M042,2024-03-03T18:10:00,49.49,82.03,29.8,0
M009,2024-03-03T18:15:00,49.12,76.99,32.82,0
M058,2024-03-03T18:20:00,48.71,78.02,31.95,0
M007,2024-03-03T18:25:00,51.0,83.71,28.84,0
M000,2024-03-03T18:30:00,53.1,82.69,29.94,0
M057,2024-03-03T18:35:00,51.93,85.18,30.55,0
M045,2024-03-03T18:40:00,47.23,80.91,30.04,0
M037,2024-03-03T18:45:00,47.34,85.96,30.17,0
M011,2024-03-03T18:50:00,50.03,76.62,29.91,0
M053,2024-03-03T18:55:00,41.06,77.53,28.89,0
M059,2024-03-03T19:00:00,53.58,87.09,26.19,0
M025,2024-03-03T19:05:00,49.24,82.09,34.3,0
M034,2024-03-03T19:10:00,50.48,90.82,30.85,0
M053,2024-03-03T19:15:00,50.85,80.53,28.5,0
M011,2024-03-03T19:20:00,52.79,86.76,29.61,0
M021,2024-03-03T19:25:00,50.23,72.03,29.78,0
M026,2024-03-03T19:30:00,49.7,80.11,30.59,0
M034,2024-03-03T19:35:00,55.71,83.7,32.26,0
M011,2024-03-03T19:40:00,54.42,87.92,28.99,0
M014,2024-03-03T19:45:00,48.03,78.4,29.38,0
M018,2024-03-03T19:50:00,46.06,75.21,30.24,0
M008,2024-03-03T19:55:00,49.09,80.09,31.0,0
M027,2024-03-03T20:00:00,49.3,79.25,29.0,0
M015,2024-03-03T20:05:00,57.0,75.9,28.76,0
M042,2024-03-03T20:10:00,50.18,83.85,32.68,0
M023,2024-03-03T20:15:00,51.47,73.14,29.39,0
M034,2024-03-03T20:20:00,55.1,78.55,29.3,0
M000,2024-03-03T20:25:00,54.86,78.07,31.57,0
M004,2024-03-03T20:30:00,55.3,76.83,30.47,0
M000,2024-03-03T20:35:00,47.68,88.12,29.61,0
M057,2024-03-03T20:40:00,47.67,77.94,30.5,0
M024,2024-03-03T20:45:00,45.1,83.86,29.74,0
M059,2024-03-03T20:50:00,49.72,84.27,30.12,0
M017,2024-03-03T20:55:00,53.17,78.78,32.65,0
M014,2024-03-03T21:00:00,48.01,73.85,34.11,0
M021,2024-03-03T21:05:00,55.99,85.24,25.86,0
M013,2024-03-03T21:10:00,48.53,84.02,31.77,0
M009,2024-03-03T21:15:00,55.18,84.73,31.41,0
M058,2024-03-03T21:20:00,51.03,82.45,30.94,0
M009,2024-03-03T21:25:00,50.13,80.2,32.06,0
M029,2024-03-03T21:30:00,54.09,73.75,34.34,0
M028,2024-03-03T21:35:00,55.38,77.26,29.45,0
M033,2024-03-03T21:40:00,50.53,70.08,34.22,0
M003,2024-03-03T21:45:00,55.05,82.19,27.62,0
M052,2024-03-03T21:50:00,50.51,79.26,30.6,0
M046,2024-03-03T21:55:00,51.84,73.91,31.66,0
M023,2024-03-03T22:00:00,51.87,71.96,29.77,0
M016,2024-03-03T22:05:00,49.88,71.25,31.75,0
M030,2024-03-03T22:10:00,51.02,86.83,31.1,0
M047,2024-03-03T22:15:00,48.73,76.51,29.97,0
M000,2024-03-03T22:20:00,56.39,76.38,29.49,0
M017,2024-03-03T22:25:00,55.34,88.71,28.55,0
M053,2024-03-03T22:30:00,49.22,77.36,33.89,0
M029,2024-03-03T22:35:00,49.19,82.16,26.63,0
M036,2024-03-03T22:40:00,51.11,91.96,32.13,0
M051,2024-03-03T22:45:00,48.9,87.2,29.91,0
M047,2024-03-03T22:50:00,49.06,70.73,27.76,0
M010,2024-03-03T22:55:00,50.7,79.87,31.29,0
M050,2024-03-03T23:00:00,50.43,79.16,32.01,0
M022,2024-03-03T23:05:00,56.41,72.8,27.76,0
M020,2024-03-03T23:10:00,51.67,78.72,27.26,0
M002,2024-03-03T23:15:00,49.19,76.94,33.51,0
M006,2024-03-03T23:20:00,50.87,88.42,30.25,0
M059,2024-03-03T23:25:00,49.3,72.62,26.5,0
M051,2024-03-03T23:30:00,55.31,77.42,32.23,0
M036,2024-03-03T23:35:00,48.02,75.2,31.72,0
M038,2024-03-03T23:40:00,53.64,77.68,29.03,0
M026,2024-03-03T23:45:00,47.08,75.68,30.19,0
M020,2024-03-03T23:50:00,53.3,88.59,29.74,0
M054,2024-03-03T23:55:00,48.33,81.82,32.63,0
M009,2024-03-04T00:00:00,44.87,81.49,34.93,0
M028,2024-03-04T00:05:00,55.19,86.53,31.99,0
M046,2024-03-04T00:10:00,50.96,83.14,33.13,0
M020,2024-03-04T00:15:00,53.64,87.24,32.08,0
M016,2024-03-04T00:20:00,53.25,77.64,29.36,0
M022,2024-03-04T00:25:00,51.13,78.26,28.04,0
M028,2024-03-04T00:30:00,56.56,78.41,31.43,0
M017,2024-03-04T00:35:00,56.21,79.02,30.82,0
M055,2024-03-04T00:40:00,46.76,80.7,31.46,0
M056,2024-03-04T00:45:00,52.0,78.16,31.26,0
M033,2024-03-04T00:50:00,52.03,68.36,29.62,0
M021,2024-03-04T00:55:00,50.25,80.92,29.64,0
M005,2024-03-04T01:00:00,50.1,84.26,29.09,0
M027,2024-03-04T01:05:00,57.79,74.46,31.36,0
M034,2024-03-04T01:10:00,48.65,79.4,27.91,0
M017,2024-03-04T01:15:00,56.89,75.63,31.24,0
M041,2024-03-04T01:20:00,53.29,79.99,32.52,0
M046,2024-03-04T01:25:00,53.08,90.72,30.12,0
M056,2024-03-04T01:30:00,52.34,88.65,29.73,0
M028,2024-03-04T01:35:00,56.81,77.26,28.59,0
M054,2024-03-04T01:40:00,49.58,73.52,25.93,0
M036,2024-03-04T01:45:00,49.79,81.15,30.7,0
M021,2024-03-04T01:50:00,53.63,85.46,33.38,0
M008,2024-03-04T01:55:00,53.7,79.07,28.43,0
M004,2024-03-04T02:00:00,51.44,88.24,32.56,0
M040,2024-03-04T02:05:00,52.7,76.15,30.83,0
M002,2024-03-04T02:10:00,60.52,70.01,33.28,0
M053,2024-03-04T02:15:00,51.12,79.91,30.53,0
M025,2024-03-04T02:20:00,54.39,85.95,28.48,0
M033,2024-03-04T02:25:00,56.02,76.58,30.28,0
M040,2024-03-04T02:30:00,50.16,82.13,28.11,0
M015,2024-03-04T02:35:00,51.16,74.93,29.66,0
M035,2024-03-04T02:40:00,52.9,85.02,30.88,0
M050,2024-03-04T02:45:00,55.68,76.38,27.06,0
M015,2024-03-04T02:50:00,51.04,81.57,29.76,0
M056,2024-03-04T02:55:00,45.53,85.44,28.02,0
M027,2024-03-04T03:00:00,48.5,75.66,29.82,0
M013,2024-03-04T03:05:00,58.28,72.03,31.72,0
M036,2024-03-04T03:10:00,55.99,84.81,30.66,0
M050,2024-03-04T03:15:00,52.29,85.72,32.15,0
M058,2024-03-04T03:20:00,49.51,88.88,33.84,0
M050,2024-03-04T03:25:00,55.14,79.34,30.3,0
M007,2024-03-04T03:30:00,53.8,70.68,29.99,0
M035,2024-03-04T03:35:00,54.87,82.26,32.14,0
M003,2024-03-04T03:40:00,50.34,81.32,29.9,0
M023,2024-03-04T03:45:00,55.45,74.87,31.37,0
M026,2024-03-04T03:50:00,50.53,77.56,28.55,0
M050,2024-03-04T03:55:00,57.63,73.31,33.12,0
M043,2024-03-04T04:00:00,54.94,85.07,30.31,0
M051,2024-03-04T04:05:00,58.27,75.72,26.45,0
M005,2024-03-04T04:10:00,57.1,79.39,31.63,0
M037,2024-03-04T04:15:00,57.93,86.38,26.9,0
M054,2024-03-04T04:20:00,57.35,81.35,29.15,0
M014,2024-03-04T04:25:00,51.81,83.4,28.45,0
M031,2024-03-04T04:30:00,54.26,75.5,31.18,0
M018,2024-03-04T04:35:00,50.63,85.27,30.15,0
M011,2024-03-04T04:40:00,53.83,80.74,30.58,0
M056,2024-03-04T04:45:00,57.95,76.56,29.49,0
M012,2024-03-04T04:50:00,56.72,80.48,31.61,0
M044,2024-03-04T04:55:00,51.21,80.4,28.32,0
M040,2024-03-04T05:00:00,54.86,80.53,28.61,0
M033,2024-03-04T05:05:00,55.7,76.67,26.57,0
M023,2024-03-04T05:10:00,51.21,80.24,31.2,0
M039,2024-03-04T05:15:00,45.57,88.14,30.09,0
M051,2024-03-04T05:20:00,56.43,79.19,28.98,0
